Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	template	data.set	environm	orig.sound.file	Temperatura	Humedad	Distancia (m)	Vegetacion	Transecto	org.sf	new.file.name	new.selec	old.sound.file.name	old.selec
2.84022675736961	3.04024943310657	dist.1-12.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-12.wav	0.04	11	Spectrogram 1	1	1474	2550	0.2_BB_am_no.harm.wav_11	simulations	NA	0.2_BB_am_no.harm.wav_11	22.8	0.31	1	abierta	1	200303-000	dist.1	12	200303-000.wav_12	1
3.12024943310658	3.32027210884354	dist.1-13.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-13.wav	0.04	12	Spectrogram 1	1	9598	10233	0.2_BB_am_no.harm.wav_12	simulations	NA	0.2_BB_am_no.harm.wav_12	22.8	0.31	1	abierta	1	200303-000	dist.1	13	200303-000.wav_13	1
3.40027210884354	3.6002947845805	dist.1-14.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-14.wav	0.04	13	Spectrogram 1	1	7317	8141	0.2_BB_am_no.harm.wav_13	simulations	NA	0.2_BB_am_no.harm.wav_13	22.8	0.31	1	abierta	1	200303-000	dist.1	14	200303-000.wav_14	1
3.6802947845805	3.88031746031746	dist.1-15.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-15.wav	0.04	14	Spectrogram 1	1	100	810	0.2_BB_am_no.harm.wav_14	simulations	NA	0.2_BB_am_no.harm.wav_14	22.8	0.31	1	abierta	1	200303-000	dist.1	15	200303-000.wav_15	1
3.96031746031746	4.16034013605442	dist.1-16.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-16.wav	0.04	15	Spectrogram 1	1	5396	6152	0.2_BB_am_no.harm.wav_15	simulations	NA	0.2_BB_am_no.harm.wav_15	22.8	0.31	1	abierta	1	200303-000	dist.1	16	200303-000.wav_16	1
4.24034013605442	4.44036281179138	dist.1-17.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-17.wav	0.04	16	Spectrogram 1	1	9435	10377	0.2_BB_am_no.harm.wav_16	simulations	NA	0.2_BB_am_no.harm.wav_16	22.8	0.31	1	abierta	1	200303-000	dist.1	17	200303-000.wav_17	1
4.52036281179138	4.72038548752834	dist.1-18.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-18.wav	0.04	17	Spectrogram 1	1	1230	2525	0.2_BB_am_no.harm.wav_17	simulations	NA	0.2_BB_am_no.harm.wav_17	22.8	0.31	1	abierta	1	200303-000	dist.1	18	200303-000.wav_18	1
4.80038548752834	5.0004081632653	dist.1-19.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-19.wav	0.04	18	Spectrogram 1	1	836	1646	0.2_BB_am_no.harm.wav_18	simulations	NA	0.2_BB_am_no.harm.wav_18	22.8	0.31	1	abierta	1	200303-000	dist.1	19	200303-000.wav_19	1
5.08040816326531	5.28043083900227	dist.1-20.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-20.wav	0.04	19	Spectrogram 1	1	5718	7372	0.2_BB_am_no.harm.wav_19	simulations	NA	0.2_BB_am_no.harm.wav_19	22.8	0.31	1	abierta	1	200303-000	dist.1	20	200303-000.wav_20	1
5.36043083900227	5.56045351473923	dist.1-21.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.1-21.wav	0.04	20	Spectrogram 1	1	4792	5287	0.2_BB_am_no.harm.wav_20	simulations	NA	0.2_BB_am_no.harm.wav_20	22.8	0.31	1	abierta	1	200303-000	dist.1	21	200303-000.wav_21	1
5.64045351473923	5.84047619047619	dist.10-2.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-2.wav	0.04	21	Spectrogram 1	1	7875	8805	0.2_BB_am_no.harm.wav_1	simulations	NA	0.2_BB_am_no.harm.wav_1	25	0.29	10	cerrado	1	200303-007	dist.10	2	200303-007.wav_2	1
5.92047619047619	6.12049886621315	dist.10-3.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-3.wav	0.04	22	Spectrogram 1	1	3208	4069	0.2_BB_am_no.harm.wav_2	simulations	NA	0.2_BB_am_no.harm.wav_2	25	0.29	10	cerrado	1	200303-007	dist.10	3	200303-007.wav_3	1
6.20049886621315	6.40052154195011	dist.10-4.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-4.wav	0.04	23	Spectrogram 1	1	422	1223	0.2_BB_am_no.harm.wav_3	simulations	NA	0.2_BB_am_no.harm.wav_3	25	0.29	10	cerrado	1	200303-007	dist.10	4	200303-007.wav_4	1
6.48052154195011	6.68054421768708	dist.10-5.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-5.wav	0.04	24	Spectrogram 1	1	6905	7917	0.2_BB_am_no.harm.wav_4	simulations	NA	0.2_BB_am_no.harm.wav_4	25	0.29	10	cerrado	1	200303-007	dist.10	5	200303-007.wav_5	1
6.76054421768707	6.96056689342403	dist.10-6.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-6.wav	0.04	25	Spectrogram 1	1	8417	9416	0.2_BB_am_no.harm.wav_5	simulations	NA	0.2_BB_am_no.harm.wav_5	25	0.29	10	cerrado	1	200303-007	dist.10	6	200303-007.wav_6	1
7.04056689342404	7.240589569161	dist.10-7.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-7.wav	0.04	26	Spectrogram 1	1	4171	4839	0.2_BB_am_no.harm.wav_6	simulations	NA	0.2_BB_am_no.harm.wav_6	25	0.29	10	cerrado	1	200303-007	dist.10	7	200303-007.wav_7	1
7.320589569161	7.52061224489796	dist.10-8.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-8.wav	0.04	27	Spectrogram 1	1	2097	2961	0.2_BB_am_no.harm.wav_7	simulations	NA	0.2_BB_am_no.harm.wav_7	25	0.29	10	cerrado	1	200303-007	dist.10	8	200303-007.wav_8	1
7.60061224489796	7.80063492063492	dist.10-9.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-9.wav	0.04	28	Spectrogram 1	1	9181	10033	0.2_BB_am_no.harm.wav_8	simulations	NA	0.2_BB_am_no.harm.wav_8	25	0.29	10	cerrado	1	200303-007	dist.10	9	200303-007.wav_9	1
7.88063492063492	8.08065759637188	dist.10-10.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-10.wav	0.04	29	Spectrogram 1	1	1849	2506	0.2_BB_am_no.harm.wav_9	simulations	NA	0.2_BB_am_no.harm.wav_9	25	0.29	10	cerrado	1	200303-007	dist.10	10	200303-007.wav_10	1
8.16065759637188	8.36068027210884	dist.10-11.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-11.wav	0.04	30	Spectrogram 1	1	5632	6830	0.2_BB_am_no.harm.wav_10	simulations	NA	0.2_BB_am_no.harm.wav_10	25	0.29	10	cerrado	1	200303-007	dist.10	11	200303-007.wav_11	1
8.44068027210884	8.64070294784582	dist.10-12.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-12.wav	0.04	31	Spectrogram 1	1	1474	2550	0.2_BB_am_no.harm.wav_11	simulations	NA	0.2_BB_am_no.harm.wav_11	25	0.29	10	cerrado	1	200303-007	dist.10	12	200303-007.wav_12	1
8.7207029478458	8.92072562358276	dist.10-13.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-13.wav	0.04	32	Spectrogram 1	1	9598	10233	0.2_BB_am_no.harm.wav_12	simulations	NA	0.2_BB_am_no.harm.wav_12	25	0.29	10	cerrado	1	200303-007	dist.10	13	200303-007.wav_13	1
9.00072562358277	9.20074829931973	dist.10-14.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-14.wav	0.04	33	Spectrogram 1	1	7317	8141	0.2_BB_am_no.harm.wav_13	simulations	NA	0.2_BB_am_no.harm.wav_13	25	0.29	10	cerrado	1	200303-007	dist.10	14	200303-007.wav_14	1
9.28074829931973	9.48077097505669	dist.10-15.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-15.wav	0.04	34	Spectrogram 1	1	100	810	0.2_BB_am_no.harm.wav_14	simulations	NA	0.2_BB_am_no.harm.wav_14	25	0.29	10	cerrado	1	200303-007	dist.10	15	200303-007.wav_15	1
9.56077097505669	9.76079365079365	dist.10-16.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-16.wav	0.04	35	Spectrogram 1	1	5396	6152	0.2_BB_am_no.harm.wav_15	simulations	NA	0.2_BB_am_no.harm.wav_15	25	0.29	10	cerrado	1	200303-007	dist.10	16	200303-007.wav_16	1
9.84079365079365	10.0408163265306	dist.10-17.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-17.wav	0.04	36	Spectrogram 1	1	9435	10377	0.2_BB_am_no.harm.wav_16	simulations	NA	0.2_BB_am_no.harm.wav_16	25	0.29	10	cerrado	1	200303-007	dist.10	17	200303-007.wav_17	1
10.1208163265306	10.3208390022676	dist.10-18.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-18.wav	0.04	37	Spectrogram 1	1	1230	2525	0.2_BB_am_no.harm.wav_17	simulations	NA	0.2_BB_am_no.harm.wav_17	25	0.29	10	cerrado	1	200303-007	dist.10	18	200303-007.wav_18	1
10.4008390022676	10.6008616780045	dist.10-19.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-19.wav	0.04	38	Spectrogram 1	1	836	1646	0.2_BB_am_no.harm.wav_18	simulations	NA	0.2_BB_am_no.harm.wav_18	25	0.29	10	cerrado	1	200303-007	dist.10	19	200303-007.wav_19	1
10.6808616780045	10.8808843537415	dist.10-20.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-20.wav	0.04	39	Spectrogram 1	1	5718	7372	0.2_BB_am_no.harm.wav_19	simulations	NA	0.2_BB_am_no.harm.wav_19	25	0.29	10	cerrado	1	200303-007	dist.10	20	200303-007.wav_20	1
10.9608843537415	11.1609070294785	dist.10-21.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.10-21.wav	0.04	40	Spectrogram 1	1	4792	5287	0.2_BB_am_no.harm.wav_20	simulations	NA	0.2_BB_am_no.harm.wav_20	25	0.29	10	cerrado	1	200303-007	dist.10	21	200303-007.wav_21	1
11.2409070294785	11.4409297052154	dist.65-2.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-2.wav	0.04	41	Spectrogram 1	1	7875	8805	0.2_BB_am_no.harm.wav_1	simulations	NA	0.2_BB_am_no.harm.wav_1	25.6	0.28	65	cerrado	1	200303-008	dist.65	2	200303-008.wav_2	1
11.5209297052154	11.7209523809524	dist.65-3.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-3.wav	0.04	42	Spectrogram 1	1	3208	4069	0.2_BB_am_no.harm.wav_2	simulations	NA	0.2_BB_am_no.harm.wav_2	25.6	0.28	65	cerrado	1	200303-008	dist.65	3	200303-008.wav_3	1
11.8009523809524	12.0009750566893	dist.65-4.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-4.wav	0.04	43	Spectrogram 1	1	422	1223	0.2_BB_am_no.harm.wav_3	simulations	NA	0.2_BB_am_no.harm.wav_3	25.6	0.28	65	cerrado	1	200303-008	dist.65	4	200303-008.wav_4	1
12.0809750566893	12.2809977324263	dist.65-5.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-5.wav	0.04	44	Spectrogram 1	1	6905	7917	0.2_BB_am_no.harm.wav_4	simulations	NA	0.2_BB_am_no.harm.wav_4	25.6	0.28	65	cerrado	1	200303-008	dist.65	5	200303-008.wav_5	1
12.3609977324263	12.5610204081633	dist.65-6.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-6.wav	0.04	45	Spectrogram 1	1	8417	9416	0.2_BB_am_no.harm.wav_5	simulations	NA	0.2_BB_am_no.harm.wav_5	25.6	0.28	65	cerrado	1	200303-008	dist.65	6	200303-008.wav_6	1
12.6410204081633	12.8410430839002	dist.65-7.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-7.wav	0.04	46	Spectrogram 1	1	4171	4839	0.2_BB_am_no.harm.wav_6	simulations	NA	0.2_BB_am_no.harm.wav_6	25.6	0.28	65	cerrado	1	200303-008	dist.65	7	200303-008.wav_7	1
12.9210430839002	13.1210657596372	dist.65-8.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-8.wav	0.04	47	Spectrogram 1	1	2097	2961	0.2_BB_am_no.harm.wav_7	simulations	NA	0.2_BB_am_no.harm.wav_7	25.6	0.28	65	cerrado	1	200303-008	dist.65	8	200303-008.wav_8	1
13.2010657596372	13.4010884353741	dist.65-9.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-9.wav	0.04	48	Spectrogram 1	1	9181	10033	0.2_BB_am_no.harm.wav_8	simulations	NA	0.2_BB_am_no.harm.wav_8	25.6	0.28	65	cerrado	1	200303-008	dist.65	9	200303-008.wav_9	1
13.4810884353741	13.6811111111111	dist.65-10.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-10.wav	0.04	49	Spectrogram 1	1	1849	2506	0.2_BB_am_no.harm.wav_9	simulations	NA	0.2_BB_am_no.harm.wav_9	25.6	0.28	65	cerrado	1	200303-008	dist.65	10	200303-008.wav_10	1
13.7611111111111	13.9611337868481	dist.65-11.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-11.wav	0.04	50	Spectrogram 1	1	5632	6830	0.2_BB_am_no.harm.wav_10	simulations	NA	0.2_BB_am_no.harm.wav_10	25.6	0.28	65	cerrado	1	200303-008	dist.65	11	200303-008.wav_11	1
14.0411337868481	14.241156462585	dist.65-12.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-12.wav	0.04	51	Spectrogram 1	1	1474	2550	0.2_BB_am_no.harm.wav_11	simulations	NA	0.2_BB_am_no.harm.wav_11	25.6	0.28	65	cerrado	1	200303-008	dist.65	12	200303-008.wav_12	1
14.321156462585	14.521179138322	dist.65-13.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-13.wav	0.04	52	Spectrogram 1	1	9598	10233	0.2_BB_am_no.harm.wav_12	simulations	NA	0.2_BB_am_no.harm.wav_12	25.6	0.28	65	cerrado	1	200303-008	dist.65	13	200303-008.wav_13	1
14.601179138322	14.801201814059	dist.65-14.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-14.wav	0.04	53	Spectrogram 1	1	7317	8141	0.2_BB_am_no.harm.wav_13	simulations	NA	0.2_BB_am_no.harm.wav_13	25.6	0.28	65	cerrado	1	200303-008	dist.65	14	200303-008.wav_14	1
14.881201814059	15.0812244897959	dist.65-15.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-15.wav	0.04	54	Spectrogram 1	1	100	810	0.2_BB_am_no.harm.wav_14	simulations	NA	0.2_BB_am_no.harm.wav_14	25.6	0.28	65	cerrado	1	200303-008	dist.65	15	200303-008.wav_15	1
15.1612244897959	15.3612471655329	dist.65-16.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-16.wav	0.04	55	Spectrogram 1	1	5396	6152	0.2_BB_am_no.harm.wav_15	simulations	NA	0.2_BB_am_no.harm.wav_15	25.6	0.28	65	cerrado	1	200303-008	dist.65	16	200303-008.wav_16	1
15.4412471655329	15.6412698412698	dist.65-17.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-17.wav	0.04	56	Spectrogram 1	1	9435	10377	0.2_BB_am_no.harm.wav_16	simulations	NA	0.2_BB_am_no.harm.wav_16	25.6	0.28	65	cerrado	1	200303-008	dist.65	17	200303-008.wav_17	1
15.7212698412698	15.9212925170068	dist.65-18.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-18.wav	0.04	57	Spectrogram 1	1	1230	2525	0.2_BB_am_no.harm.wav_17	simulations	NA	0.2_BB_am_no.harm.wav_17	25.6	0.28	65	cerrado	1	200303-008	dist.65	18	200303-008.wav_18	1
16.0012925170068	16.2013151927438	dist.65-19.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-19.wav	0.04	58	Spectrogram 1	1	836	1646	0.2_BB_am_no.harm.wav_18	simulations	NA	0.2_BB_am_no.harm.wav_18	25.6	0.28	65	cerrado	1	200303-008	dist.65	19	200303-008.wav_19	1
16.2813151927438	16.4813378684807	dist.65-20.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-20.wav	0.04	59	Spectrogram 1	1	5718	7372	0.2_BB_am_no.harm.wav_19	simulations	NA	0.2_BB_am_no.harm.wav_19	25.6	0.28	65	cerrado	1	200303-008	dist.65	20	200303-008.wav_20	1
16.5613378684807	16.7613605442177	dist.65-21.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.65-21.wav	0.04	60	Spectrogram 1	1	4792	5287	0.2_BB_am_no.harm.wav_20	simulations	NA	0.2_BB_am_no.harm.wav_20	25.6	0.28	65	cerrado	1	200303-008	dist.65	21	200303-008.wav_21	1
16.8413605442177	17.0413832199546	dist.30-2.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-2.wav	0.04	61	Spectrogram 1	1	7875	8805	0.2_BB_am_no.harm.wav_1	simulations	NA	0.2_BB_am_no.harm.wav_1	28.1	0.19	30	cerrado	1	200303-009	dist.30	2	200303-009.wav_2	1
17.1213832199546	17.3214058956916	dist.30-3.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-3.wav	0.04	62	Spectrogram 1	1	3208	4069	0.2_BB_am_no.harm.wav_2	simulations	NA	0.2_BB_am_no.harm.wav_2	28.1	0.19	30	cerrado	1	200303-009	dist.30	3	200303-009.wav_3	1
17.4014058956916	17.6014285714286	dist.30-4.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-4.wav	0.04	63	Spectrogram 1	1	422	1223	0.2_BB_am_no.harm.wav_3	simulations	NA	0.2_BB_am_no.harm.wav_3	28.1	0.19	30	cerrado	1	200303-009	dist.30	4	200303-009.wav_4	1
17.6814285714286	17.8814512471655	dist.30-5.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-5.wav	0.04	64	Spectrogram 1	1	6905	7917	0.2_BB_am_no.harm.wav_4	simulations	NA	0.2_BB_am_no.harm.wav_4	28.1	0.19	30	cerrado	1	200303-009	dist.30	5	200303-009.wav_5	1
17.9614512471655	18.1614739229025	dist.30-6.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-6.wav	0.04	65	Spectrogram 1	1	8417	9416	0.2_BB_am_no.harm.wav_5	simulations	NA	0.2_BB_am_no.harm.wav_5	28.1	0.19	30	cerrado	1	200303-009	dist.30	6	200303-009.wav_6	1
18.2414739229025	18.4414965986395	dist.30-7.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-7.wav	0.04	66	Spectrogram 1	1	4171	4839	0.2_BB_am_no.harm.wav_6	simulations	NA	0.2_BB_am_no.harm.wav_6	28.1	0.19	30	cerrado	1	200303-009	dist.30	7	200303-009.wav_7	1
18.5214965986395	18.7215192743764	dist.30-8.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-8.wav	0.04	67	Spectrogram 1	1	2097	2961	0.2_BB_am_no.harm.wav_7	simulations	NA	0.2_BB_am_no.harm.wav_7	28.1	0.19	30	cerrado	1	200303-009	dist.30	8	200303-009.wav_8	1
18.8015192743764	19.0015419501134	dist.30-9.wav	/home/neuro/Dropbox/estudiantes/Marcos Quiroz/sigpro_measuring/1st_transect_recordings/precise_cuts/dist.30-9.wav	0.04	68	Spectrogram 1	1	9181	10033	0.2_BB_am_no.harm.wav_8	simulations	NA	0.2_BB_am_no.harm.wav_8	28.1	0.19	30	cerrado	1	200303-009	dist.30	9	200303-009.wav_9	1
